gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjTrialType 	clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1TrialType	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2TrialType	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3TrialType	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
0460-4	1620243999019	57	clickedObj		chair_big_blue	overinformativeness	size_sufficient	target	4	2	chair_small_blue	overinformativeness	size_sufficient	distractor	3	3	chair_small_blue	overinformativeness	size_sufficient	distractor	2	4	chair_small_yellow	overinformativeness	size_sufficient	distractor	1	1	1	1	0	big		1620243996706
0460-4	1620244016709	58	clickedObj		chick	filler	none	target	4	4	dog	filler	none	distractor	2	2	butterfly	filler	none	distractor	3	3	strawberry	filler	none	distractor	1	1	1	1	0	white and small		1620244013384
0460-4	1620244025785	59	clickedObj		knife_small_red	overinformativeness	size_sufficient	target	1	1	knife_big_blue	overinformativeness	size_sufficient	distractor	3	2	knife_big_red	overinformativeness	size_sufficient	distractor	4	3	knife_big_red	overinformativeness	size_sufficient	distractor	2	4	1	1	0	small		1620244021924
0460-4	1620244033002	60	clickedObj		car_big_green	overinformativeness	size_sufficient	target	1	4	car_small_green	overinformativeness	size_sufficient	distractor	2	1	car_small_green	overinformativeness	size_sufficient	distractor	3	3	car_small_blue	overinformativeness	size_sufficient	distractor	4	2	1	1	0	big		1620244030706
6611-1	1620231771734	1	clickedObj		tomato	filler	none	target	1	1	fish	filler	none	distractor	3	2	horse	filler	none	distractor	4	3	pig	filler	none	distractor	2	4	1	1	0	red		1620231768234
6611-1	1620231778929	2	clickedObj		elephant	filler	none	target	1	4	guitar	filler	none	distractor	2	2	banana	filler	none	distractor	4	3	bowl	filler	none	distractor	3	1	1	1	0	trunk		1620231777202
6611-1	1620231786964	3	clickedObj		butterfly	filler	none	target	2	3	chick	filler	none	distractor	4	2	strawberry	filler	none	distractor	1	4	dog	filler	none	distractor	3	1	1	1	0	wings		1620231784277
6611-1	1620231797074	4	clickedObj		horse	filler	none	target	3	1	pig	filler	none	distractor	1	4	tomato	filler	none	distractor	4	3	fish	filler	none	distractor	2	2	1	1	0	saddle		1620231794430
6611-1	1620231804537	5	clickedObj		strawberry	filler	none	target	2	1	dog	filler	none	distractor	4	2	butterfly	filler	none	distractor	3	3	chick	filler	none	distractor	1	4	1	1	0	seeds		1620231801452
6611-1	1620231842425	6	clickedObj		clock_big_purple	overinformativeness	size_sufficient	target	2	2	clock_small_purple	overinformativeness	size_sufficient	distractor	1	3	clock_small_purple	overinformativeness	size_sufficient	distractor	3	4	clock_small_yellow	overinformativeness	size_sufficient	distractor	4	1	3	2	1	purple.~~~~~~ umm___big!!	big?	1620231830756___1620231835597___1620231841174
6611-1	1620231871671	7	clickedObj		bottle_glass_big	adjective_ordering	none	target	1	3	bottle_plastic_big	adjective_ordering	none	distractor	2	4	bottle_plastic_small	adjective_ordering	none	distractor	4	2	bottle_glass_small	adjective_ordering	none	distractor	3	1	3	2	1	glass. BIG___smooth	smooth or bumpy?	1620231855721___1620231865887___1620231870578
6611-1	1620231879930	8	clickedObj		brush_big_blue	overinformativeness	size_sufficient	target	1	1	brush_small_red	overinformativeness	size_sufficient	distractor	3	4	brush_small_blue	overinformativeness	size_sufficient	distractor	4	2	brush_small_blue	overinformativeness	size_sufficient	distractor	2	3	1	1	0	Big blue		1620231878559
6611-1	1620231886538	9	clickedObj		banana	filler	none	target	1	2	guitar	filler	none	distractor	4	1	elephant	filler	none	distractor	2	4	bowl	filler	none	distractor	3	3	1	1	0	yellow		1620231885148
6611-1	1620231892422	10	clickedObj		apple_small_red	overinformativeness	size_sufficient	target	2	2	apple_big_red	overinformativeness	size_sufficient	distractor	3	3	apple_big_green	overinformativeness	size_sufficient	distractor	4	4	apple_big_red	overinformativeness	size_sufficient	distractor	1	1	1	1	0	small red		1620231891392
6611-1	1620231898960	11	clickedObj		ball_big_purple	overinformativeness	size_sufficient	target	3	4	ball_small_purple	overinformativeness	size_sufficient	distractor	2	2	ball_small_purple	overinformativeness	size_sufficient	distractor	4	3	ball_small_yellow	overinformativeness	size_sufficient	distractor	1	1	1	1	0	big purple		1620231898086
6611-1	1620231905985	12	clickedObj		knife_small_red	overinformativeness	size_sufficient	target	3	1	knife_big_blue	overinformativeness	size_sufficient	distractor	4	3	knife_big_red	overinformativeness	size_sufficient	distractor	2	2	knife_big_red	overinformativeness	size_sufficient	distractor	1	4	1	1	0	tiny		1620231904452
6611-1	1620231931312	13	clickedObj		spoon_metal_dirty	adjective_ordering	none	target	1	4	spoon_wooden_dirty	adjective_ordering	none	distractor	2	1	spoon_wooden_clean	adjective_ordering	none	distractor	4	3	spoon_metal_clean	adjective_ordering	none	distractor	3	2	1	1	0	semi dirty, clean handle		1620231925635
6611-1	1620231944143	14	clickedObj		pencil_long_black	adjective_ordering	none	target	2	2	pencil_long_blue	adjective_ordering	none	distractor	1	1	pencil_short_blue	adjective_ordering	none	distractor	3	4	pencil_short_black	adjective_ordering	none	distractor	4	3	1	1	0	big, black		1620231942494
2180-1	1620229070582	1	clickedObj		tomato	filler	none	target	1	1	horse	filler	none	distractor	4	2	pig	filler	none	distractor	2	3	fish	filler	none	distractor	3	4	1	1	0	tomato		1620229067703
2180-1	1620229079267	2	clickedObj		elephant	filler	none	target	2	2	bowl	filler	none	distractor	4	3	guitar	filler	none	distractor	3	4	banana	filler	none	distractor	1	1	1	1	0	elephant		1620229077094
2180-1	1620229086142	3	clickedObj		butterfly	filler	none	target	4	1	dog	filler	none	distractor	1	2	strawberry	filler	none	distractor	3	4	chick	filler	none	distractor	2	3	1	1	0	butterfly		1620229083492
2180-1	1620229092262	4	clickedObj		horse	filler	none	target	4	3	fish	filler	none	distractor	2	2	tomato	filler	none	distractor	3	4	pig	filler	none	distractor	1	1	1	1	0	horse		1620229090188
2180-1	1620229098592	5	clickedObj		strawberry	filler	none	target	1	2	butterfly	filler	none	distractor	3	1	dog	filler	none	distractor	2	4	chick	filler	none	distractor	4	3	1	1	0	strawberry		1620229096549
2180-1	1620229107547	6	clickedObj		pepper_small_red	overinformativeness	color_sufficient	target	4	3	pepper_small_green	overinformativeness	color_sufficient	distractor	1	1	pepper_small_green	overinformativeness	color_sufficient	distractor	2	2	pepper_big_green	overinformativeness	color_sufficient	distractor	3	4	1	1	0	red bell pepper		1620229104364
2180-1	1620229116342	7	clickedObj		button_big_green	overinformativeness	size_sufficient	target	1	2	button_small_blue	overinformativeness	size_sufficient	distractor	3	4	button_small_green	overinformativeness	size_sufficient	distractor	2	3	button_small_green	overinformativeness	size_sufficient	distractor	4	1	1	1	0	large green button		1620229113269
2180-1	1620229124327	8	clickedObj		tie_small_blue	overinformativeness	color_sufficient	target	3	4	tie_big_red	overinformativeness	color_sufficient	distractor	1	3	tie_small_red	overinformativeness	color_sufficient	distractor	4	1	tie_small_red	overinformativeness	color_sufficient	distractor	2	2	1	1	0	blue necktie		1620229121867
2180-1	1620229133902	9	clickedObj		bag_small_blue	overinformativeness	size_sufficient	target	4	4	bag_big_blue	overinformativeness	size_sufficient	distractor	3	1	bag_big_blue	overinformativeness	size_sufficient	distractor	2	2	bag_big_red	overinformativeness	size_sufficient	distractor	1	3	1	1	0	small blue backpack		1620229130016
2180-1	1620229149122	10	clickedObj		earring_big_triangular	adjective_ordering	none	target	4	3	earring_small_round	adjective_ordering	none	distractor	1	1	earring_big_round	adjective_ordering	none	distractor	3	4	earring_small_triangular	adjective_ordering	none	distractor	2	2	1	1	0	large triangle earring		1620229141365
2180-1	1620229156292	11	clickedObj		guitar	filler	none	target	2	2	bowl	filler	none	distractor	4	1	elephant	filler	none	distractor	3	4	banana	filler	none	distractor	1	3	1	1	0	guitar		1620229154515
2180-1	1620229165837	12	clickedObj		cat_small_white	overinformativeness	size_sufficient	target	1	3	cat_big_white	overinformativeness	size_sufficient	distractor	3	4	cat_big_white	overinformativeness	size_sufficient	distractor	4	2	cat_big_black	overinformativeness	size_sufficient	distractor	2	1	1	1	0	small white cat		1620229162427
2180-1	1620229174942	13	clickedObj		lock_small_gold	overinformativeness	color_sufficient	target	4	3	lock_small_silver	overinformativeness	color_sufficient	distractor	3	1	lock_big_silver	overinformativeness	color_sufficient	distractor	1	2	lock_small_silver	overinformativeness	color_sufficient	distractor	2	4	1	1	0	gold lock		1620229171068
2180-1	1620229183762	14	clickedObj		brush_big_red	overinformativeness	size_sufficient	target	4	4	brush_small_red	overinformativeness	size_sufficient	distractor	2	3	brush_small_blue	overinformativeness	size_sufficient	distractor	1	1	brush_small_red	overinformativeness	size_sufficient	distractor	3	2	1	1	0	large red paintbrush		1620229180675
2180-1	1620229194322	15	clickedObj		lipstick_small_pink	overinformativeness	color_sufficient	target	2	4	lipstick_small_red	overinformativeness	color_sufficient	distractor	1	1	lipstick_big_red	overinformativeness	color_sufficient	distractor	4	3	lipstick_small_red	overinformativeness	color_sufficient	distractor	3	2	1	1	0	pink lipstick		1620229191757
2180-1	1620229203642	16	clickedObj		lighter_small_white	overinformativeness	color_sufficient	target	4	2	lighter_big_black	overinformativeness	color_sufficient	distractor	3	1	lighter_small_black	overinformativeness	color_sufficient	distractor	2	4	lighter_small_black	overinformativeness	color_sufficient	distractor	1	3	1	1	0	white lighter		1620229200812
2180-1	1620229221002	17	clickedObj		man_young_bearded	adjective_ordering	none	target	3	1	man_old_cleanshaven	adjective_ordering	none	distractor	4	4	man_old_bearded	adjective_ordering	none	distractor	1	3	man_young_cleanshaven	adjective_ordering	none	distractor	2	2	1	1	0	young bearded man		1620229213255
2180-1	1620229250122	18	clickedObj		balloon_big_pink	overinformativeness	size_sufficient	distractor	2	3	balloon_big_yellow	overinformativeness	size_sufficient	distractor	1	1	baloon_small_yellow	overinformativeness	size_sufficient	target	4	4	balloon_big_yellow	overinformativeness	size_sufficient	distractor	3	2	1	1	0	there's no image selected so I don't know		1620229244001
2180-1	1620229259142	19	clickedObj		key_small_gold	overinformativeness	size_sufficient	target	4	3	key_big_gold	overinformativeness	size_sufficient	distractor	2	2	key_big_silver	overinformativeness	size_sufficient	distractor	1	1	key_big_gold	overinformativeness	size_sufficient	distractor	3	4	1	1	0	small golden key		1620229256444
2180-1	1620229280342	20	clickedObj		woman2_happy_fat	adjective_ordering	none	target	3	3	woman2_sad_fat	adjective_ordering	none	distractor	4	2	woman2_happy_skinny	adjective_ordering	none	distractor	2	1	woman2_sad_skinny	adjective_ordering	none	distractor	1	4	1	1	0	smiling woman with large chin		1620229275092
2180-1	1620229290022	21	clickedObj		socks_small_blue	overinformativeness	color_sufficient	target	1	4	socks_big_green	overinformativeness	color_sufficient	distractor	3	3	socks_small_green	overinformativeness	color_sufficient	distractor	2	1	socks_small_green	overinformativeness	color_sufficient	distractor	4	2	1	1	0	blue socks		1620229284433
2180-1	1620229307312	22	clickedObj		man2_bearded_hatted	adjective_ordering	none	target	4	2	man2_bearded_glassed	adjective_ordering	none	distractor	1	4	man2_mustached_glassed	adjective_ordering	none	distractor	2	1	man2_mustached_hatted	adjective_ordering	none	distractor	3	3	1	1	0	bearded man with hat on		1620229300785
2180-1	1620229314212	23	clickedObj		scissors_big_green	overinformativeness	color_sufficient	target	1	1	scissors_big_blue	overinformativeness	color_sufficient	distractor	2	2	scissors_small_blue	overinformativeness	color_sufficient	distractor	4	3	scissors_big_blue	overinformativeness	color_sufficient	distractor	3	4	1	1	0	green scissors		1620229312226
2180-1	1620229320402	24	clickedObj		pig	filler	none	target	1	3	horse	filler	none	distractor	2	4	fish	filler	none	distractor	4	1	tomato	filler	none	distractor	3	2	1	1	0	pig		1620229318114
2180-1	1620229326902	25	clickedObj		chick	filler	none	target	1	3	strawberry	filler	none	distractor	3	2	dog	filler	none	distractor	2	4	butterfly	filler	none	distractor	4	1	1	1	0	chick		1620229324384
2180-1	1620229336572	26	clickedObj		pencil_long_black	adjective_ordering	none	target	4	1	pencil_long_blue	adjective_ordering	none	distractor	3	2	pencil_short_blue	adjective_ordering	none	distractor	2	3	pencil_short_black	adjective_ordering	none	distractor	1	4	1	1	0	large black pencil		1620229334329
2180-1	1620229342002	27	clickedObj		bowl	filler	none	target	1	4	guitar	filler	none	distractor	3	1	banana	filler	none	distractor	4	3	elephant	filler	none	distractor	2	2	1	1	0	bowl		1620229340003
2180-1	1620229357070	28	clickedObj		hair_curly_blonde	adjective_ordering	none	target	2	4	hair_curly_brown	adjective_ordering	none	distractor	4	1	hair_straight_brown	adjective_ordering	none	distractor	1	2	hair_straight_blond	adjective_ordering	none	distractor	3	3	1	1	0	curly blonde hair		1620229349648
2180-1	1620229365963	29	clickedObj		tshirt_small_orange	overinformativeness	color_sufficient	target	1	1	tshirt_big_yellow	overinformativeness	color_sufficient	distractor	4	4	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	3	3	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	2	2	1	1	0	orange tshirt		1620229362698
2180-1	1620229374937	30	clickedObj		car_small_blue	overinformativeness	size_sufficient	target	4	2	car_big_blue	overinformativeness	size_sufficient	distractor	3	1	car_big_blue	overinformativeness	size_sufficient	distractor	1	3	car_big_green	overinformativeness	size_sufficient	distractor	2	4	1	1	0	small blue car		1620229371968
2180-1	1620229384477	31	clickedObj		flower_big_yellow	overinformativeness	size_sufficient	target	4	1	flower_small_yellow	overinformativeness	size_sufficient	distractor	3	2	flower_small_yellow	overinformativeness	size_sufficient	distractor	2	3	flower_small_pink	overinformativeness	size_sufficient	distractor	1	4	1	1	0	large yellow flower		1620229381095
2180-1	1620229392042	32	clickedObj		ball_big_purple	overinformativeness	size_sufficient	target	3	2	ball_small_purple	overinformativeness	size_sufficient	distractor	1	1	ball_small_yellow	overinformativeness	size_sufficient	distractor	2	3	ball_small_purple	overinformativeness	size_sufficient	distractor	4	4	1	1	0	large purple ball		1620229389842
2180-1	1620229399227	33	clickedObj		chair_big_blue	overinformativeness	size_sufficient	target	3	4	chair_small_blue	overinformativeness	size_sufficient	distractor	4	3	chair_small_blue	overinformativeness	size_sufficient	distractor	1	1	chair_small_yellow	overinformativeness	size_sufficient	distractor	2	2	1	1	0	large blue chair		1620229396816
2180-1	1620229411602	34	clickedObj		carrot	filler	none	target	4	1	cow	filler	none	distractor	1	3	door	filler	none	distractor	3	2	pitcher	filler	none	distractor	2	4	1	1	0	carrot		1620229404825
2180-1	1620229419012	35	clickedObj		toothbrush_big_purple	overinformativeness	color_sufficient	target	1	1	toothbrush_small_green	overinformativeness	color_sufficient	distractor	2	4	toothbrush_big_green	overinformativeness	color_sufficient	distractor	3	2	toothbrush_big_green	overinformativeness	color_sufficient	distractor	4	3	1	1	0	purple toothbrush		1620229416968
2180-1	1620229427282	36	clickedObj		show_small_yellow	overinformativeness	color_sufficient	target	3	3	shoe_big_pink	overinformativeness	color_sufficient	distractor	1	4	shoe_small_pink	overinformativeness	color_sufficient	distractor	2	1	shoe_small_pink	overinformativeness	color_sufficient	distractor	4	2	1	1	0	yellow sneaker		1620229424959
2180-1	1620229433412	37	clickedObj		fish	filler	none	target	3	1	pig	filler	none	distractor	4	2	tomato	filler	none	distractor	2	4	horse	filler	none	distractor	1	3	1	1	0	fish		1620229431612
2180-1	1620229440782	38	clickedObj		dog	filler	none	target	1	2	strawberry	filler	none	distractor	3	1	butterfly	filler	none	distractor	4	4	chick	filler	none	distractor	2	3	1	1	0	puppy		1620229437348
2180-1	1620229463117	39	clickedObj		bottle_glass_big	adjective_ordering	none	target	4	1	bottle_glass_small	adjective_ordering	none	distractor	2	3	bottle_plastic_small	adjective_ordering	none	distractor	3	4	bottle_plastic_big	adjective_ordering	none	distractor	1	2	1	1	0	large glass bottle		1620229457818
2180-1	1620229501682	40	clickedObj		nails_red_matte	adjective_ordering	none	target	4	3	nails_black_glossy	adjective_ordering	none	distractor	3	1	nails_black_matte	adjective_ordering	none	distractor	2	4	nails_red_glossy	adjective_ordering	none	distractor	1	2	1	1	0	red non-glossy nail polish		1620229494871
2180-1	1620229509527	41	clickedObj		apple_big_green	overinformativeness	size_sufficient	target	4	4	apple_small_green	overinformativeness	size_sufficient	distractor	3	2	apple_small_red	overinformativeness	size_sufficient	distractor	1	1	apple_small_green	overinformativeness	size_sufficient	distractor	2	3	1	1	0	large green apple		1620229506407
2180-1	1620229515922	42	clickedObj		umbrella_small_blue	overinformativeness	color_sufficient	target	2	3	umbrella_small_green	overinformativeness	color_sufficient	distractor	4	1	umbrella_small_green	overinformativeness	color_sufficient	distractor	3	2	umbrella_big_green	overinformativeness	color_sufficient	distractor	1	4	1	1	0	blue umbrella		1620229513670
2180-1	1620229532880	43	clickedObj		spoon_wooden_clean	adjective_ordering	none	target	3	3	spoon_metal_dirty	adjective_ordering	none	distractor	1	1	spoon_metal_clean	adjective_ordering	none	distractor	2	4	spoon_wooden_dirty	adjective_ordering	none	distractor	4	2	1	1	0	clean wooden spoon		1620229528854
2180-1	1620229542217	44	clickedObj		dress_big_blue	overinformativeness	size_sufficient	target	3	4	dress_small_blue	overinformativeness	size_sufficient	distractor	1	3	dress_small_green	overinformativeness	size_sufficient	distractor	4	2	dress_small_blue	overinformativeness	size_sufficient	distractor	2	1	1	1	0	large blue dress		1620229538575
2180-1	1620229559873	45	clickedObj		shorts_dry_red	adjective_ordering	none	target	2	3	shorts_dry_green	adjective_ordering	none	distractor	4	2	shorts_wet_green	adjective_ordering	none	distractor	3	1	shorts_wet_red	adjective_ordering	none	distractor	1	4	1	1	0	ironed red shorts		1620229554734
2180-1	1620229573902	46	clickedObj		woman_young_happy	adjective_ordering	none	target	3	4	woman_old_happy	adjective_ordering	none	distractor	4	1	woman_old_sad	adjective_ordering	none	distractor	1	2	woman_young_sad	adjective_ordering	none	distractor	2	3	1	1	0	smiling young woman		1620229568079
2180-1	1620229584502	47	clickedObj		clock_big_purple	overinformativeness	size_sufficient	target	3	4	clock_small_purple	overinformativeness	size_sufficient	distractor	4	3	clock_small_yellow	overinformativeness	size_sufficient	distractor	1	2	clock_small_purple	overinformativeness	size_sufficient	distractor	2	1	1	1	0	large purple alarm clock		1620229581614
2180-1	1620229592242	48	clickedObj		skirt_small_blue	overinformativeness	color_sufficient	target	3	4	skirt_big_green	overinformativeness	color_sufficient	distractor	2	1	skirt_small_green	overinformativeness	color_sufficient	distractor	4	3	skirt_small_green	overinformativeness	color_sufficient	distractor	1	2	1	1	0	blue skirt		1620229588502
2180-1	1620229597014	49	clickedObj		banana	filler	none	target	3	4	elephant	filler	none	distractor	4	3	bowl	filler	none	distractor	2	1	guitar	filler	none	distractor	1	2	1	1	0	banana		1620229595710
2180-1	1620229608702	50	clickedObj		table_metal_high	adjective_ordering	none	target	4	1	table_wood_low	adjective_ordering	none	distractor	2	3	table_wood_high	adjective_ordering	none	distractor	1	4	table_metal_low	adjective_ordering	none	distractor	3	2	1	1	0	large metal table		1620229606384
2180-1	1620229615502	51	clickedObj		pants_small_green	overinformativeness	color_sufficient	target	4	4	pants_small_pink	overinformativeness	color_sufficient	distractor	1	3	pants_small_pink	overinformativeness	color_sufficient	distractor	2	1	pants_big_pink	overinformativeness	color_sufficient	distractor	3	2	1	1	0	green pants		1620229613175
2180-1	1620229624257	52	clickedObj		pot_big_green	overinformativeness	color_sufficient	target	1	4	pot_small_blue	overinformativeness	color_sufficient	distractor	3	3	pot_big_blue	overinformativeness	color_sufficient	distractor	2	1	pot_big_blue	overinformativeness	color_sufficient	distractor	4	2	1	1	0	green pot		1620229619740
2180-1	1620229634767	53	clickedObj		glasses_big_red	overinformativeness	size_sufficient	target	2	3	glasses_small_blue	overinformativeness	size_sufficient	distractor	3	2	glasses_small_red	overinformativeness	size_sufficient	distractor	1	4	glasses_small_red	overinformativeness	size_sufficient	distractor	4	1	1	1	0	large red glasses		1620229630539
2180-1	1620229643337	54	clickedObj		knife_small_blue	overinformativeness	size_sufficient	target	4	4	knife_big_red	overinformativeness	size_sufficient	distractor	3	3	knife_big_blue	overinformativeness	size_sufficient	distractor	2	2	knife_big_blue	overinformativeness	size_sufficient	distractor	1	1	1	1	0	small blue knife		1620229640342
2180-1	1620229648557	55	clickedObj		door	filler	none	target	2	2	carrot	filler	none	distractor	3	4	cow	filler	none	distractor	1	3	pitcher	filler	none	distractor	4	1	1	1	0	door		1620229646629
2180-1	1620229673462	56	clickedObj		picture_colored_rectangular	adjective_ordering	none	target	1	1	picture_bw_square	adjective_ordering	none	distractor	3	4	picture_colored_square	adjective_ordering	none	distractor	2	3	picture_bw_rectangular	adjective_ordering	none	distractor	4	2	1	1	0	large colored landscape		1620229667855
2180-1	1620229678047	57	clickedObj		cow	filler	none	target	2	3	carrot	filler	none	distractor	4	2	pitcher	filler	none	distractor	1	1	door	filler	none	distractor	3	4	1	1	0	cow		1620229676204
2180-1	1620229703132	58	clickedObj		box_closed_cardboard	adjective_ordering	none	target	2	2	box_closed_wood	adjective_ordering	none	distractor	4	3	box_open_wood	adjective_ordering	none	distractor	1	4	box_open_cardboard	adjective_ordering	none	distractor	3	1	1	1	0	closed cardboard box		1620229687229
2180-1	1620229721642	59	clickedObj		frog_striped_green	adjective_ordering	none	target	1	4	frog_striped_red	adjective_ordering	none	distractor	4	3	frog_spotted_red	adjective_ordering	none	distractor	2	1	frog_spotted_green	adjective_ordering	none	distractor	3	2	1	1	0	green frog with stripes		1620229715047
2180-1	1620229730842	60	clickedObj		glove_big_green	overinformativeness	size_sufficient	target	3	1	glove_small_green	overinformativeness	size_sufficient	distractor	4	4	glove_small_green	overinformativeness	size_sufficient	distractor	1	3	glove_small_orange	overinformativeness	size_sufficient	distractor	2	2	1	1	0	large green glove		1620229728277
7175-2	1620229010506	1	clickedObj		tomato	filler	none	target	3	2	fish	filler	none	distractor	2	3	horse	filler	none	distractor	1	1	pig	filler	none	distractor	4	4	2	1	1	tomato	hi	1620229005479___1620229007817
7175-2	1620229020433	2	clickedObj		elephant	filler	none	target	4	1	bowl	filler	none	distractor	2	4	banana	filler	none	distractor	1	2	guitar	filler	none	distractor	3	3	2	2	0	whats up!___elephant		1620229012376___1620229018070
7175-2	1620229030422	3	clickedObj		butterfly	filler	none	target	4	3	dog	filler	none	distractor	1	2	chick	filler	none	distractor	2	1	strawberry	filler	none	distractor	3	4	2	1	1	butterfly	send next one	1620229024256___1620229028086
7175-2	1620229035985	4	clickedObj		horse	filler	none	target	1	4	tomato	filler	none	distractor	2	2	fish	filler	none	distractor	4	3	pig	filler	none	distractor	3	1	1	1	0	horse		1620229034279
7175-2	1620229041097	5	clickedObj		strawberry	filler	none	target	2	4	chick	filler	none	distractor	1	1	dog	filler	none	distractor	3	2	butterfly	filler	none	distractor	4	3	1	1	0	strawberry		1620229039575
7175-2	1620229048915	6	clickedObj		knife_small_blue	overinformativeness	size_sufficient	target	4	3	knife_big_blue	overinformativeness	size_sufficient	distractor	2	2	knife_big_red	overinformativeness	size_sufficient	distractor	3	1	knife_big_blue	overinformativeness	size_sufficient	distractor	1	4	1	1	0	smallest blue knife		1620229046601
7175-2	1620229056234	7	clickedObj		apple_big_green	overinformativeness	size_sufficient	target	2	1	apple_small_green	overinformativeness	size_sufficient	distractor	1	4	apple_small_green	overinformativeness	size_sufficient	distractor	3	3	apple_small_red	overinformativeness	size_sufficient	distractor	4	2	1	1	0	largest green apple		1620229054211
7175-2	1620229069623	8	clickedObj		frog_striped_green	adjective_ordering	none	target	3	3	frog_striped_red	adjective_ordering	none	distractor	4	4	frog_spotted_red	adjective_ordering	none	distractor	2	1	frog_spotted_green	adjective_ordering	none	distractor	1	2	1	1	0	green frog with stripes, not poka dots		1620229065519
7175-2	1620229075477	9	clickedObj		guitar	filler	none	target	4	2	elephant	filler	none	distractor	1	4	bowl	filler	none	distractor	3	3	banana	filler	none	distractor	2	1	1	1	0	green guitar		1620229073567
7175-2	1620229118070	10	clickedObj		spoon_metal_clean	adjective_ordering	none	distractor	2	4	spoon_metal_dirty	adjective_ordering	none	target	4	1	spoon_wooden_dirty	adjective_ordering	none	distractor	3	3	spoon_wooden_clean	adjective_ordering	none	distractor	1	2	1	1	0	silver spoon, no peanut butter on handle, peanut putter on top		1620229102892
7175-2	1620229126046	11	clickedObj		socks_big_blue	overinformativeness	color_sufficient	target	1	1	socks_big_green	overinformativeness	color_sufficient	distractor	2	4	socks_small_green	overinformativeness	color_sufficient	distractor	4	3	socks_big_green	overinformativeness	color_sufficient	distractor	3	2	1	1	0	blue socks		1620229123550
7175-2	1620229135717	12	clickedObj		ball_small_yellow	overinformativeness	size_sufficient	target	1	2	ball_big_yellow	overinformativeness	size_sufficient	distractor	4	4	ball_big_yellow	overinformativeness	size_sufficient	distractor	2	1	ball_big_purple	overinformativeness	size_sufficient	distractor	3	3	1	1	0	smallest yellow ball		1620229133792
7175-2	1620229140669	13	clickedObj		umbrella_small_green	overinformativeness	color_sufficient	distractor	2	2	umbrella_big_green	overinformativeness	color_sufficient	distractor	1	3	umbrella_big_blue	overinformativeness	color_sufficient	target	3	1	umbrella_big_green	overinformativeness	color_sufficient	distractor	4	4	1	1	0	blue umbrella		1620229140105
7175-2	1620229147366	14	clickedObj		key_small_silver	overinformativeness	size_sufficient	target	1	2	key_big_silver	overinformativeness	size_sufficient	distractor	3	1	key_big_gold	overinformativeness	size_sufficient	distractor	2	3	key_big_silver	overinformativeness	size_sufficient	distractor	4	4	1	1	0	smallest silver key		1620229145493
7175-2	1620229152514	15	clickedObj		dog	filler	none	target	1	1	strawberry	filler	none	distractor	4	3	chick	filler	none	distractor	2	2	butterfly	filler	none	distractor	3	4	1	1	0	dog		1620229150582
7175-2	1620229159181	16	clickedObj		glove_big_green	overinformativeness	size_sufficient	target	1	3	glove_small_green	overinformativeness	size_sufficient	distractor	4	1	glove_small_green	overinformativeness	size_sufficient	distractor	2	2	glove_small_orange	overinformativeness	size_sufficient	distractor	3	4	1	1	0	largest green glove		1620229157262
7175-2	1620229165875	17	clickedObj		pants_big_pink	overinformativeness	color_sufficient	target	3	1	pants_big_green	overinformativeness	color_sufficient	distractor	2	3	pants_big_green	overinformativeness	color_sufficient	distractor	1	4	pants_small_green	overinformativeness	color_sufficient	distractor	4	2	1	1	0	pink pants		1620229163113
7175-2	1620229171704	18	clickedObj		shoe_big_pink	overinformativeness	color_sufficient	target	4	1	show_small_yellow	overinformativeness	color_sufficient	distractor	1	4	shoe_big_yellow	overinformativeness	color_sufficient	distractor	3	2	shoe_big_yellow	overinformativeness	color_sufficient	distractor	2	3	1	1	0	pink shoe		1620229170078
7175-2	1620229185789	19	clickedObj		woman2_sad_fat	adjective_ordering	none	target	1	2	woman2_happy_skinny	adjective_ordering	none	distractor	3	3	woman2_sad_skinny	adjective_ordering	none	distractor	4	4	woman2_happy_fat	adjective_ordering	none	distractor	2	1	1	1	0	upset fat face		1620229179590
7175-2	1620229190438	20	clickedObj		banana	filler	none	target	4	4	guitar	filler	none	distractor	2	3	bowl	filler	none	distractor	3	2	elephant	filler	none	distractor	1	1	1	1	0	banana		1620229188605
7175-2	1620229197806	21	clickedObj		cat_small_white	overinformativeness	size_sufficient	target	4	4	cat_big_black	overinformativeness	size_sufficient	distractor	2	2	cat_big_white	overinformativeness	size_sufficient	distractor	3	3	cat_big_white	overinformativeness	size_sufficient	distractor	1	1	1	1	0	smallest white cat		1620229195117
